Explain Code Division Multiple Access (CDMA).;CDMA uses Code Division Multiplexing, assigning a unique code to each channel. Multiple channels use the same frequency and time, distinguished by their codes. It requires complex circuits in transceivers and is used primarily for military purposes and cellular networks.
What are the advantages and disadvantages of CDMA?;Advantages: Efficient use of band (all users on entire spectrum simultaneously), resistant to interference and noise, increased security and privacy through code obfuscation.<br>Disadvantages: Complex system design, code management, not scalable with many users (especially for ad-hoc networks).
How do Wireless Sensor Networks (WSNs) differ significantly from other wireless networks like WiFi or cellular networks, especially concerning energy?;WSNs consist of numerous densely distributed sensor nodes, usually battery-powered with limited capacity. Energy conservation is a primary concern, often making battery replacement difficult or impossible. Communication is the main source of energy consumption.
What are the main sources of energy waste in WSN communication?;The main sources of energy waste during WSN communication are:<br>• Collisions: Retransmissions increase consumption and latency.<br>• Overhearing: A node receives packets meant for others.<br>• Idle Listening: A node listens for packets that are not being sent.<br>• Control Overhead: MAC protocol control packets consume energy.
What is the main idea behind energy-saving algorithms in WSNs?;The main idea is to turn off or put parts of the system in idle or sleep mode to save energy. The challenge is that low-power modes reduce functionality, and transitioning in/out of sleep takes time.
What is a key challenge in energy saving related to communication and sleep modes in WSNs?;If a device sends data while others are in sleep mode, the data is lost.
What are the two main approaches for synchronising sleep/wake times?;The two main ideas are:<br>1. Nodes could agree on an "active" time (for data exchange) and a "sleep" time.<br>2. Nodes could inform others when they are awake via "beacons".
What are the specific energy-saving MAC algorithms for WSNs?;Specific energy-saving MAC algorithms include those operating in Beacon (Non-Beacon Tracking, Beacon Tracking) or Non-Beacon (Long Preamble Emulation/B-MAC) modes.
Explain Non-Beacon Tracking (NBT).;NBT is an asynchronous wakeup algorithm that uses beacons but doesn"t require continuous listening. Each node wakes up periodically, sends a beacon, and stays awake briefly. A node with data waits until it hears the destination"s beacon, then transmits.
What are the disadvantages of Non-Beacon Tracking (NBT)?;Disadvantages: Beacons can collide, nodes might have to wait a long time to transmit data.
Explain Beacon Tracking (BT).;BT is a synchronous wakeup algorithm using frame structures. A coordinator sends a frame with a beacon and a sleep/wake schedule that other nodes follow. Nodes need to synchronise and may wake up early to avoid missing the wakeup due to clock drift.
What are the disadvantages of Beacon Tracking (BT)?;Disadvantages: Synchronisation is difficult (clock drift), requires a coordinator (single point of failure), issues if the coordinator is outside radio range.
Explain Long Preamble Emulation (LPE), also known as B-MAC.;LPE is a non-beacon and asynchronous mode. Nodes wake up at regular but unsynchronised intervals. When a sender has data, it continuously sends "write request" messages until the receiver wakes up. The receiver, once awake, stays awake. The sender after a time period knows that the reciever must be awake and transmits the data, and the receiver ACKs.
How do LPE with Acknowledgement and LPE with Acknowledgement after Local Synchronization improve upon basic LPE?;LPE with Acknowledgement: The receiver replies to write requests with a Write ACK, allowing the sender to know it"s awake and transmit data sooner.<br>LPE with Acknowledgement after Local Synchronization: The sender schedules its wakeup just before the expected wakeup time of the receiver (if known) to make communication more efficient.
How can WSN MAC protocols be classified based on access method?;WSN MAC protocols can be classified as Contention-based (devices compete for access, e.g., ALOHA, CSMA, MACA, S-MAC) or Contention-free (nodes/coordinators manage access to avoid collisions, e.g., TDMA, FDMA, CDMA, TRAMA).
What is Sensor MAC (S-MAC)?;S-MAC is an energy-efficient protocol for WSNs suitable for peer-to-peer communication and latency tolerance. It uses a periodic listen and sleep mechanism for a low duty-cycle. It includes coordination among neighbours by exchanging schedules (SYNC packets) and uses both Physical and Virtual Carrier Sense (RTS/CTS and Network Allocation Vector - NAV) to avoid collisions.
What is Traffic Adaptive Medium Access (TRAMA)?;TRAMA uses a traffic-adaptive distributed election scheme for transmission schedules. It assumes a single time-slotted channel with contention-based signalling slots and TDMA-based, collision-free transmission slots. It uses a distributed election algorithm based on a public deterministic hash function to select the single node in a two-hop neighbourhood with the highest priority to transmit in a given slot.
How does Neighbor Discovery in IEEE 802.11 (WiFi) differ from wired networks using protocols like LLDP?;Wired networks use protocols like LLDP where switches/routers exchange identity and capability information periodically. Wireless networks have additional challenges like equivalent APs, discovering "closest" neighbours, and potential misrepresentation by neighbours. Wireless protocols address these via association, discovery, and authentication.
How does a device discover Access Points (APs) in WiFi?;AP discovery in WiFi happens through scanning. This can be Passive scanning (listening for periodic beacon frames from APs) or Active scanning (sending probe request frames and waiting for probe responses).
Outline the steps in the WiFi AP association process.;The WiFi AP association process includes:<br>1. Discovery: Scanning for APs and getting information.<br>2. Authentication: Presenting credentials/keys to the AP to prove authorization.<br>3. Association: Requesting to connect to the AP.<br>4. Data transmission: Beginning data transmission after successful association. This process is repeated periodically to monitor signal strength for mobility.
What is the primary motivation for using Mesh Networking in IoT environments?;In IoT, many nodes (devices) are distributed in an environment to collect data and monitor. However, a reliable wireless infrastructure may not be available. To overcome this limitation, nodes need to cooperate and work together to complete their tasks, which is where mesh networking is useful.
Define Mesh Networking.;Mesh Networking involves the dynamic management of connections between network elements to forward data. Mesh networks are capable of dynamically self-organising and self-configuring. Mesh routing algorithms handle the addressing and routing across nodes.
What are the main addressing schemes for mesh networking?;There are several approaches to address nodes in mesh networking:<br>- Hardware Addressing<br>- Geographic Addressing<br>- Hierarchical Addressing<br>- Stochastic Addressing
Explain Geographic Addressing in mesh networking.;Geographic Addressing is based on the geographical position of devices. A coordinate system (2D or 3D) is defined, and addresses are assigned based on coordinates, potentially using GPS.<br>Advantages: No need for address assignment protocol.<br>Disadvantages: Needs coordinate assignment (e.g., GPS), address collisions, long addresses in small areas.
Explain Hierarchical Addressing in mesh networking.;Hierarchical Addressing imposes a tree structure on the network topology and constrains addresses based on this tree. A powered, wired node is typically the tree root and assigns addresses to its children.<br>Example: Zigbee"s distributed addressing (16-bit addresses based on L, C, R).<br>Advantages: Simplifies routing.<br>Disadvantages: Needs tree organization, pre-allocation, and knowledge of future node arrivals.
Explain Stochastic Addressing in mesh networking.;Nodes choose a random number as their address. A conflict resolution mechanism ensures uniqueness (e.g., error message if duplicate).<br>Disadvantages: Addresses are unrelated to geography, and routing becomes more complex.
What are the two main approaches to Mesh Routing?;1. Proactive Routing: We should always have routes available to everyone, all the time.<br>2. Reactive Routing: We should only create routes when we need them.
Describe Proactive Routing.;Routes are always available. Suitable for static networks with frequent communication.<br>Advantages: Lower route acquisition time.<br>Disadvantages: Higher control overhead, memory, and power.<br>Example: OLSR.
Describe Reactive Routing.;Routes are created only when needed. Suitable for dynamic networks with infrequent communication.<br>Advantages: Lower overhead.<br>Disadvantages: Higher route acquisition time.<br>Examples: DSR, AODV.
How do traditional routing approaches differ from Mesh Routing in IoT environments?;Traditional routing (Link State, Distance Vector) is not optimized for wireless constraints like battery and bandwidth. Wireless allows free local broadcast, making unicast to all neighbors unnecessary. Full connectivity is not always required. Mesh routing emphasizes cooperation and efficient multi-hop forwarding.
Explain the core idea of traditional Link State Routing.;Each node maintains a map of the network topology. Nodes flood link state announcements and use Dijkstra’s algorithm to compute shortest paths. Link weights and packet sequence numbers prevent infinite propagation.
Explain the core idea of traditional Distance Vector Routing and mention a key problem.;Each router knows links to its neighbors and maintains shortest paths to others. Routers exchange vectors with neighbors and update paths iteratively.<br>Key Problem: Slow convergence after link failures, as information propagates slowly.
Describe the Optimised Link State Routing (OLSR) algorithm.;OLSR is a proactive protocol using MPRs (Multipoint Relays) to reduce redundant broadcasts. Nodes send hello packets to discover 1- and 2-hop neighbors and select MPRs. Only MPRs forward link states. Nodes use Dijkstra on MPRs.<br>Implications: Smaller active set, allows others to sleep. Drawback: asymmetric battery use, topology disclosure, and constant maintenance overhead.
Describe the Dynamic Source Routing (DSR) algorithm.;DSR is reactive. The source discovers and caches the full route (source routing). Route discovery via RREQ flood; RREP sent back with full path. Source embeds path in data packet.<br>Caches may go stale. RERR used on link failure.<br>Drawbacks: Overhead from long source routes, lazy caching. Source routing is deprecated in IPv4 but useful in IoT.
Describe the Ad Hoc On-demand Distance Vector (AODV) algorithm.;AODV is reactive like DSR but builds routing tables at each hop. Nodes forward RREQ and store backward path. Destination replies with RREP using same path.<br>Uses sequence numbers to prevent loops and enable quick recovery. RERR messages inform nodes of route failures. Local repairs are possible.<br>Drawback: Increased path lengths over time.
Describe Tree Routing.;Linked to Hierarchical Addressing. Nodes manage address blocks for their children. Routing is done by checking if the destination address belongs to a child’s block; otherwise, forward to parent. Simple and effective.
Describe Geographic Routing.;Routing decisions based on destination's geographic coordinates. Nodes forward packets to the neighbor closest to the destination (Greedy Forwarding). Problems: voids (no progress), loops.<br>Face Routing helps navigate voids using methods like right-hand rule.
What is Delay-Tolerant Networking (DTN)?;DTN is used in intermittently connected networks (e.g., mobile sensors, satellites). The idea is to store data and wait for connectivity changes to deliver packets. Suited for challenging environments (military, wildlife tracking, etc.).
Describe Gossip Algorithms in the context of DTN.;Gossip Algorithms mimic how news spreads: nodes wait random time, pick a direction, and forward data. Others repeat the process. Simple and effective for eventual delivery, but slow. Rumor mongering prioritizes new updates and reduces forwarding over time.
What are the main differences between Licensed and Unlicensed frequency bands?;<b>Licensed Bands:</b> Used by service providers/utilities, requiring user subscriptions. The network operator can <b>guarantee exclusivity of frequency use</b>, reducing congestion and interference. Examples include cellular networks and satellite communication.<br><br><b>Unlicensed Bands:</b> Defined by ITU for Industrial, Scientific, and Medical (ISM) portions. Primarily used for <b>short-range devices (SRD)</b>. Easier implementation as they don't require a service provider. Can suffer from <b>more interference</b> as devices compete for the same frequency. Examples include the 2.4 GHz band (WiFi, Bluetooth, IEEE 802.15.4) and sub-GHz bands.
What are the characteristics and advantages of sub-GHz frequency bands?;Sub-GHz frequency bands allow <b>longer distances</b> between devices. They have better capability than the 2.4 GHz ISM band to <b>penetrate building infrastructure or go around obstacles</b>. They offer a lower data rate compared to higher frequencies. Sending signals at low power in these bands allows the creation of smaller networks with very little interference.
For what type of devices was IEEE 802.15.4 designed?;IEEE 802.15.4 is designed for <b>low-cost, low-data-rate, battery-powered devices</b> whose batteries can last for months.
Which network layers does the IEEE 802.15.4 standard define specifications for?;It defines the specifications for the <b>PHY (Physical) and MAC (Media Access Control)</b> layers at low data rates. These layers form the base for various network protocol stacks like ZigBee.
What are some of the original and latest frequency options specified by the IEEE 802.15.4 PHY layer?;The original version specified <b>2.4 GHz</b> (global), <b>902-928 MHz</b> (North and South America), and <b>868.0-868.6 MHz</b> (Europe, Middle East, and Africa).<br><br>The latest version (802.15.4-2020) uses dozens of different frequency bands optimised for regions and applications, while keeping the 2400-2483.5 MHz band unchanged.
What is the role of the IEEE 802.15.4 MAC layer?;The MAC layer <b>manages access to the PHY channel</b>, defining how devices share the allocated frequencies. It handles tasks like network beaconing for coordinator devices, PAN association/disassociation, and reliable communication between peer MAC entities.
How does IEEE 802.15.4 handle device addressing?;The standard requires all devices to support a <b>unique 64-bit extended MAC address</b> (vendor assigned). It also defines how a <b>16-bit short address</b> is assigned by the coordinator, which is local to the PAN and reduces frame overhead.
What topologies does the IEEE 802.15.4 standard support?;The standard supports <b>star, tree, or mesh topologies</b>.
What security algorithm does IEEE 802.15.4 use for basic data protection?;The specification uses <b>Advanced Encryption Standard (AES) with a 128-bit key length</b> as the basic encryption algorithm. It also validates data integrity using a Message Integrity Code (MIC) calculated from the entire frame using the same AES key.
What is IEEE 802.11ah known as and what was it designed for?;It is known as <b>WiFi HaLow</b>. It is the first Wi-Fi solution optimised for IoT applications: supports sub-GHz bands, low power for battery-powered nodes and a large number of devices.
In which frequency bands does IEEE 802.11ah operate?;It operates in the <b>sub-GHz unlicensed bands</b>, which vary from country to country.
What is the purpose of the Restricted Access Window (RAW) mechanism in IEEE 802.11ah?;Given the capacity to support up to 8192 devices per Access Point (AP), RAW allows the AP to <b>allocate different time slots for medium access</b> during the beacon interval. This helps <b>alleviate contention</b> in a dense network by dividing stations into groups and allowing only assigned stations to access the channel.
What is the purpose of Target Wake Time (TWT) in IEEE 802.11ah?;TWT <b>reduces power consumption</b> by allowing an Access Point to define times when a device can access the network. This permits devices to enter a low-power state until their scheduled TWT. It also reduces collision probability in areas with many clients and is used for stations transmitting data sporadically.
What is LoRaWAN and what type of technology is it?;<b>LoRaWAN</b> (Long-Range Wide-Area Network) is a <b>Low-Power Wide-Area (LPWA) technology</b> that operates on unlicensed bands.
What is the relationship between LoRa and LoRaWAN?;<b>LoRa</b> was initially a <b>Physical Layer (PHY) modulation</b> developed by Semtech. <b>LoRaWAN</b> refers to the <b>entire architecture and specifications</b> describing end-to-end LoRaWAN communications and protocols.
What modulation scheme does LoRa physical layer use?;LoRa uses <b>Chirp Spread Spectrum (CSS)</b> as its modulation scheme. A chirp is a signal whose frequency increases or decreases linearly over time. Each chirp represent one symbol and data are encoded by changing the chirp's timing, phase or sweep direction.
What is the role of a LoRa gateway in a LoRaWAN network?;A LoRa gateway is implemented as the <b>central hub</b> of a star network architecture. It acts as a <b>bridge</b> that forwards data between endpoints and a central LoRaWAN network server. Endpoints are located only one hop away from the gateway.
What is Adaptive Data Rate (ADR) in LoRaWAN?;ADR is an algorithm that <b>manages the data rate and radio signal for each endpoint</b>. It ensures packets are delivered at the best possible data rate and that network performance is optimal and scalable. Endpoints near gateways use higher data rates/lower power, while those at the link budget edge use lower data rates/higher power.
How are LoRaWAN endpoints uniquely addressable?;Endpoints are uniquely addressable via a <b>global end device ID (DevEUI)</b>, a <b>global application ID (AppEUI)</b>, and a <b>32-bit device address (DevAddr)</b>. The DevAddr is composed of a 7-bit network identifier (NwkID) and a 25-bit network address (NwkAddr).
What are the two layers of security endpoints must implement in LoRaWAN?;They must implement <b>Network security</b> (L1) applied at the MAC layer and <b>Application security</b> (L2).
What is the purpose of LoRaWAN Network security (L1)?;It ensures the <b>authentication of endpoints</b> by the LoRaWAN network server. It guarantees <b>message integrity</b> using AES-CMAC and a Network Session Key (NwkSKey). It also protects MAC-only message payloads by performing AES-based encryption.
What is the purpose of LoRaWAN Application security (L2)?;It performs <b>encryption and decryption functions between the endpoint and the application server</b>. It uses AES-CTR with an Application Session Key (AppSKey). This allows only application service providers with the correct AppSKey to access the application payload.
Which version marked a breakthrough for Bluetooth?;The protocol emerged as a breakthrough technology after its <b>version 4, Bluetooth Low Energy (BLE) or Bluetooth smart</b>.
Name the three main layers in the Bluetooth LE protocol stack architecture.;The functionality is divided among three main layers: <b>Controller, Host, and Application</b>.
In which radio spectrum does the BLE Physical Layer transmit?;BLE transmits in the <b>2.4 GHz radio spectrum</b>. The frequency band is divided into 40 channels.
What are the states in which a BLE node can be define by Link Layers?;They are:<ul><li>Standby, in which the device does not transmit</li><li>Advertising, the device transmits advertising packets and listens to and reponds to responses triggered by its advertising packets</li><li>Scanning, the device listens for advertising packets</li><li>Initiating, in which the device listens for advertising packets from a specific device and responds to these packets to initiate a connection</li><li>Connected, The device is connected to another</li></ul>
What are the two roles defined within the Connected state in the BLE Link Layer?;The roles are <b>Central Role</b> (if the device entered from Initialising state) and <b>Peripheral Role</b> (if the device entered from Advertising state). A Central device communicates with a Peripheral device and defines transmission timing.
What protocol is responsible for defining and controlling BLE device roles and communication modes?;The <b>Generic Access Profile (GAP)</b> is responsible for this. It controls connections and advertising in BLE.
What are the two different communication modes supported by BLE?;BLE supports <b>Connection-oriented communication</b> (dedicated link, bidirectional, uses Central/Peripheral roles, less power efficient but more throughput) and <b>Broadcast communication</b> (no connection established, unidirectional, uses Broadcaster/Observer roles, more power efficient but less throughput).
What is the purpose of the Attribute Protocol (ATT) and Generic Attribute Profile (GATT) layers in BLE?;In connection-oriented communication, after a bidirectional link is established, ATT and GATT define <b>how data is represented and exchanged</b> between BLE devices.
Briefly describe the client-server architecture of the BLE ATT Protocol.;The server holds the data (attributes) and can send it directly to the client or the client can poll data from the server. The client/server roles are independent of GAP Central/Peripheral roles, but typically the Peripheral is the server and the Central is the client.
How are attributes represented in the BLE ATT Protocol?;Attributes are a <b>standardised format for data representation</b>. They are composed of four fields: <b>Type</b> (UUID), <b>Handle</b> (unique 16-bit ID), <b>Permissions</b> (access level), and <b>Value</b> (the data).
What is the function of the GATT layer in BLE?;It provides a <b>logical hierarchical classification of attributes</b> using profiles, services, and characteristics. It governs the data transfer between BLE devices.
What are Profiles Services and Characteristics in the GATT layer?;<b>Profiles:</b> Predefined collections of services, promoting interoperability. They define the use case supported by the device.<br><br><b>Services:</b> Used to subdivide data into logical entities, containing specific data blocks (characteristics). They have a unique UUID and describe a particular function supported by the server.<br><br><b>Characteristics:</b> The lowest concept in GATT, encapsulating a single data point. They include properties like read, write, notify, and represent the user or application data exchanged.
How does a BLE client discover the data available on a server?;Before interacting with a server, the client first performs a <b>Service Discovery</b>, during which it queries the server about its attributes.
What are the main advantages of using IP in IoT?;IP is <strong>ubiquitous</strong>, supported by most modern operating systems and widely deployed infrastructure. It is <strong>scalable</strong>. It is <strong>manageable and highly secure</strong> with established protocols and tools. It is <strong>stable and resilient</strong>, having been used in critical infrastructure for years and supporting delay-sensitive applications.
What are the disadvantages of using IP for the "last mile" communication in IoT?;<strong>Last-mile communication</strong> (between sensors, embedded systems, gateways...) has very different characteristics from general Internet communication. Data flow is mostly <strong>unidirectional</strong> (most IoT devices only send data). There is <strong>overhead</strong> from headers (IPv4 ≥ 20 bytes, IPv6 40 bytes, UDP 8 bytes, TCP ≥ 20 bytes), which can be larger than the device data if it's infrequent and small. There is <strong>network diversity</strong>, with some devices supporting vendor-specific protocols incompatible with others.
How do the characteristics of IoT devices vary?;Devices can be <strong>very resource-constrained</strong>, communicating rarely to send few bytes, with limited security and management capabilities. Others can be <strong>similar to general PCs</strong> in computing resources but with limited networking, like low bandwidth.
What is 6LoWPAN?;<strong>6LoWPAN (IPv6 over Low-Power Wireless Personal Area Networks)</strong> is an open standard defined in RFC 6282 by the IETF. It allows the <strong>transmission of IP packets</strong> over low-power wireless networks. It works at the <strong>adaptation layer</strong> to optimise and adapt IP.
How does 6LoWPAN achieve optimisation and adaptation for low-power networks?;Optimisation is achieved through <strong>header compression</strong>, <strong>fragmentation</strong>, and <strong>mesh addressing</strong>. These operations create separate headers stacked at the adaptation layer.
Which IP version does 6LoWPAN support?;<strong>6LoWPAN only works for IPv6</strong>, it does not support IPv4.
What are the key differences in the header structure between IPv6 and IPv4 mentioned in the source?;The <strong>IPv6 header has a fixed length of 40 bytes</strong>, unlike IPv4's variable length header. IPv6 uses <strong>128-bit addresses</strong>, while IPv4 uses 32-bit addresses. IPv6 includes a <strong>Flow Label</strong> instead of Type of Service used to label packet from the same flow, <strong>Payload Length</strong> instead of Total Length, and <strong>Next Header</strong> instead of Protocol. IPv6 uses <strong>Hop Limit</strong> instead of TTL. IPv6 has <strong>Extension Headers</strong> located between the main header and the transport layer header, which are often not processed by intermediate routers.
What fields are removed from the IPv6 header compared to IPv4?;The <strong>Header checksum</strong> is removed as it's replicated in the MAC header. <strong>Fragment offset (along with Identification and flags)</strong> is removed because routers in IPv6 do not support fragmentation, it is handled only by end devices.
What are the three types of IPv6 addresses?;<strong>Unicast</strong> (one-to-one communication), <strong>Anycast</strong> (one-to-nearest among a group ex. CDN), and <strong>Multicast</strong> (one-to-many in a group).
what are the three addresses that a IPv6 interface has?;<strong>Link local address</strong> used to reach neighbouring nodes on the same link, <strong>Site-local address</strong> similar to IPv4 private address and <strong>Global address</strong> used to route packets over the internet.
Why is a link-local address necessary in IPv6?;IPv6 replaced ARP with the <strong>Neighbour Discovery Protocol (NDP)</strong>, which works over <strong>ICMPv6</strong> (Layer 3). NDP resolves a MAC address in IPv6 by sending ICMPv6 Neighbour Solicitation messages, which use link-local addresses.
Which operation does an edge router handle?;Data exchange between 6LoWPAN devices and Internet, between local devices and maintains the network.
What are the two routing modes for 6LoWPAN networks?;<strong>Mesh-under</strong> and <strong>Route-over</strong>.
Explain the Mesh-under routing mode in 6LoWPAN.;Mesh-under uses <strong>link-layer addresses (IEEE 802.15.4 MAC)</strong> for forwarding data. It is primarily used in local networks where the only IP router is the edge router. Intermediate nodes are <strong>not affected by IPv6 packet fragmentation</strong> as they forward packets at the link layer.
Explain the Route-over routing mode in 6LoWPAN.;Route-over involves <strong>routing at the IP level (Layer 3)</strong>. It is used in larger, more powerful, and scalable networks where each router implements full IP router functionality. With route-over, when an IPv6 packet is fragmented, the fragments <strong>must be reassembled at every hop</strong> before being processed and re-fragmented before being routed again.
What is RLP in the context of 6LoWPAN?;<strong>RLP (Routing Protocol for Low-power and Lossy Networks)</strong> is the most common routing protocol for <strong>6LoWPAN route-over</strong> networks. It's a distance-vector protocol that creates a routing tree rooted at the gateway/edge router.
Why is fragmentation necessary in 6LoWPAN?;Fragmentation is needed to allow <strong>IPv6 frames to be transmitted over IEEE 802.15.4 links</strong>, as even with header compression, the frame payload is very small. IPv6 routers do not perform fragmentation.
What are two common application layer protocols in IoT?;<strong>MQTT</strong> (Message Queuing Telemetry Transport) and <strong>CoAP</strong> (Constrained Application Protocol).
Describe MQTT (Message Queuing Telemetry Transport).;MQTT is a <strong>lightweight, publish-subscribe, machine-to-machine</strong> protocol for message queuing services. It's designed for connecting servers with resource-constrained, limited bandwidth devices. It is based on <strong>TCP</strong>.
How does the publish/subscribe model in MQTT work?;A <strong>publisher</strong> sends messages, a <strong>subscriber</strong> receives messages, and a <strong>broker</strong> manages the communication between them. The broker filters messages from publishers and distributes them to subscribers. This model provides <strong>spatial</strong> (not aware of network location) , <strong>temporal</strong> (not run or online at the same time), and <strong>synchronisation</strong> (do not have to interrupt each other) <strong>decoupling</strong> between publishers and subscribers. Clients (publisher or subscriber) never connect to each other but communicate using an MQTT connection with the broker.
What are MQTT topics?;<strong>MQTT topics</strong> are keyword to which clients are subscribed  and used by the broker to filter messages. They are organised hierarchically, like a directory structure (e.g., home/kitchen/temp).
Is MQTT stateful or stateless?;MQTT supports a <strong>stateful architectural approach</strong>, maintaining persistent sessions. Useful in IoT scenarios with unstable connectivity, allowing client to resume communication without losing context.
Describe CoAP (Constrained Application Protocol).;CoAP is an Internet application protocol based on <strong>UDP</strong>. It is designed for <strong>resource-constrained devices</strong> communicating over constrained networks.
